Author,Quote
Christopher Atkins,"Let me tell you something: if you're on an island for three and a half months and you're four and a half hours by boat from the nearest store, and there's nobody but 30 crew members on the island, I guarantee that you'd be running around without your clothes on."
Dennis Banks,"The Canadian run can be no different, at least in terms of actual running."
Richard Curtis,"You have to remember that in addition to running a literary agency, I am also an ebook publisher."
Michael Newdow,I was considering running for political office.
Haile Gebrselassie,"Since I achieved something, running has exploded in my country. For me sometimes it is difficult even to know who the athletes are who are competing at the highest level. There are thousands."
Haile Gebrselassie,Eradicate poverty. This is all that matters in my country. When I am out training I think about this a lot; when I am running it is going over in my mind. As a country we cannot move forward until we eradicate poverty.
Rene Auberjonois,How many times can you put together 26 different stories without running out?
Franco Harris,"I really don't look at comparing things that way because even in a 14-game season, there could be a running back who could have a lot more carries than other running backs."
John Burns,"I must firmly adhere to the views I have held and practice, that Socialism to succeed must be practical, tolerant, cohesive and consciously compromising with Progressive forces running, if not so far, in parallel lines towards its own goal."
Jerry Jones,"We feel good about our running backs as we have them right now, and we will continue to see how they progress."
Arthur Godfrey,"I'd just hit the Billboard thing, and I had a good feeling. About a month ago, I received a call that said I was in the running, that I'd made the final 25. So I just wanted to place."
Jonathan Carroll,"Salzburg... is a mountain town with a rushing river running right through the center, everything in the rain various shades of green and brown."
Roger Bannister,"I raced supremely well. I felt I was as well fitted to do it as I had ever been, and as perhaps I might ever be. I went climbing three weeks before, because I was feeling fed up with running."
Roger Bannister,"I was involved in music, acting, and some running, but my firm wish was to become a doctor. That was the formative age when I had decided on the pattern of my career."
